"fecha_operacion","dia_semana","edicion","ruta","unidad","direccion_viaje","paradero","hora_programada","hora_real","personas_subieron","personas_bajaron","ahorro_unitario_mxn","impacto_economico_total_mxn","km_recorridos_por_sentido"
"2026-02-08","Sunday   ","Novena Edición","Ruta 1",1,"ida","Base Torito","10:00:00","2026-02-08 10:05:00",4,0,12,48,"21.4"
"2026-02-08","Sunday   ","Novena Edición","Ruta 1",1,"ida","Paradero Multiplaza Villas Del Mar","10:05:00","2026-02-08 10:10:00",0,0,12,0,"0"
"2026-02-08","Sunday   ","Novena Edición","Ruta 1",1,"ida","Paradero ISSSTE","10:14:00","2026-02-08 10:18:00",0,0,12,0,"0"
"2026-02-08","Sunday   ","Novena Edición","Ruta 1",1,"ida","Paradero Rehoyada","10:25:00","2026-02-08 10:30:00",0,0,12,0,"0"
"2026-02-08","Sunday   ","Novena Edición","Ruta 1",1,"ida","Paradero Playa Las Perlas","10:36:00","2026-02-08 10:41:00",0,4,12,0,"0"
"2026-02-08","Sunday   ","Novena Edición","Ruta 1",1,"ida","Paradero Playa Langosta","10:41:00","2026-02-08 10:45:00",0,0,12,0,"0"
"2026-02-08","Sunday   ","Novena Edición","Ruta 1",1,"ida","Paradero Playa Tortugas","10:44:00","2026-02-08 10:46:00",0,0,12,0,"0"
"2026-02-08","Sunday   ","Novena Edición","Ruta 1",1,"ida","Base Forum","10:48:00","2026-02-08 11:00:00",0,0,12,0,"0"
"2026-02-08","Sunday   ","Novena Edición","Ruta 1",1,"regreso","Base Forum","11:00:00","2026-02-08 11:03:00",0,0,12,0,"21.4"
"2026-02-08","Sunday   ","Novena Edición","Ruta 1",1,"regreso","Paradero Playa Tortugas","11:06:00","2026-02-08 11:07:00",0,0,12,0,"0"
"2026-02-08","Sunday   ","Novena Edición","Ruta 1",1,"regreso","Paradero Playa Langosta","11:09:00","2026-02-08 11:09:00",0,0,12,0,"0"
"2026-02-08","Sunday   ","Novena Edición","Ruta 1",1,"regreso","Paradero Playa Las Perlas","11:14:00","2026-02-08 11:14:00",0,0,12,0,"0"
"2026-02-08","Sunday   ","Novena Edición","Ruta 1",1,"regreso","Paradero Rehoyada","11:25:00","2026-02-08 11:23:00",0,0,12,0,"0"
"2026-02-08","Sunday   ","Novena Edición","Ruta 1",1,"regreso","Paradero ISSSTE","11:37:00","2026-02-08 11:34:00",0,0,12,0,"0"
"2026-02-08","Sunday   ","Novena Edición","Ruta 1",1,"regreso","Paradero Multiplaza Villas Del Mar","11:53:00","2026-02-08 11:43:00",0,0,12,0,"0"
"2026-02-08","Sunday   ","Novena Edición","Ruta 1",1,"regreso","Base Torito","12:00:00","2026-02-08 11:46:00",0,0,12,0,"0"
"2026-02-08","Sunday   ","Novena Edición","Ruta 1",1,"ida","Base Torito","12:05:00","2026-02-08 12:07:00",0,0,12,0,"21.4"
"2026-02-08","Sunday   ","Novena Edición","Ruta 1",1,"ida","Paradero Multiplaza Villas Del Mar","12:10:00","2026-02-08 12:14:00",6,0,12,72,"0"
"2026-02-08","Sunday   ","Novena Edición","Ruta 1",1,"ida","Paradero ISSSTE","12:19:00","2026-02-08 12:22:00",0,0,12,0,"0"
"2026-02-08","Sunday   ","Novena Edición","Ruta 1",1,"ida","Paradero Rehoyada","12:30:00","2026-02-08 12:34:00",0,0,12,0,"0"
"2026-02-08","Sunday   ","Novena Edición","Ruta 1",1,"ida","Paradero Playa Las Perlas","12:41:00","2026-02-08 12:44:00",0,0,12,0,"0"
"2026-02-08","Sunday   ","Novena Edición","Ruta 1",1,"ida","Paradero Playa Langosta","12:46:00","2026-02-08 12:49:00",0,0,12,0,"0"
"2026-02-08","Sunday   ","Novena Edición","Ruta 1",1,"ida","Paradero Playa Tortugas","12:49:00","2026-02-08 12:51:00",4,0,12,48,"0"
"2026-02-08","Sunday   ","Novena Edición","Ruta 1",1,"ida","Base Forum","12:53:00","2026-02-08 12:56:00",0,10,12,0,"0"
"2026-02-08","Sunday   ","Novena Edición","Ruta 1",1,"regreso","Base Forum","13:00:00","2026-02-08 13:03:00",3,0,12,36,"21.4"
"2026-02-08","Sunday   ","Novena Edición","Ruta 1",1,"regreso","Paradero Playa Tortugas","13:06:00","2026-02-08 13:07:00",0,2,12,0,"0"
"2026-02-08","Sunday   ","Novena Edición","Ruta 1",1,"regreso","Paradero Playa Langosta","13:09:00","2026-02-08 13:10:00",1,0,12,12,"0"
"2026-02-08","Sunday   ","Novena Edición","Ruta 1",1,"regreso","Paradero Playa Las Perlas","13:14:00","2026-02-08 13:13:00",4,0,12,48,"0"
"2026-02-08","Sunday   ","Novena Edición","Ruta 1",1,"regreso","Paradero Rehoyada","13:25:00","2026-02-08 13:23:00",0,6,12,0,"0"
"2026-02-08","Sunday   ","Novena Edición","Ruta 1",1,"regreso","Paradero ISSSTE","13:37:00","2026-02-08 13:32:00",0,0,12,0,"0"
"2026-02-08","Sunday   ","Novena Edición","Ruta 1",1,"regreso","Paradero Multiplaza Villas Del Mar","13:53:00","2026-02-08 13:42:00",0,0,12,0,"0"
"2026-02-08","Sunday   ","Novena Edición","Ruta 1",1,"regreso","Base Torito","14:00:00","2026-02-08 13:45:00",0,0,12,0,"0"
"2026-02-08","Sunday   ","Novena Edición","Ruta 1",1,"ida","Base Torito","15:05:00","2026-02-08 15:06:00",0,0,12,0,"21.4"
"2026-02-08","Sunday   ","Novena Edición","Ruta 1",1,"ida","Paradero Multiplaza Villas Del Mar","15:10:00","2026-02-08 15:12:00",1,0,12,12,"0"
"2026-02-08","Sunday   ","Novena Edición","Ruta 1",1,"ida","Paradero ISSSTE","15:19:00","2026-02-08 15:19:00",1,0,12,12,"0"
"2026-02-08","Sunday   ","Novena Edición","Ruta 1",1,"ida","Paradero Rehoyada","15:30:00","2026-02-08 15:31:00",0,0,12,0,"0"
"2026-02-08","Sunday   ","Novena Edición","Ruta 1",1,"ida","Paradero Playa Las Perlas","15:41:00","2026-02-08 15:42:00",0,0,12,0,"0"
"2026-02-08","Sunday   ","Novena Edición","Ruta 1",1,"ida","Paradero Playa Langosta","15:46:00","2026-02-08 15:45:00",0,0,12,0,"0"
"2026-02-08","Sunday   ","Novena Edición","Ruta 1",1,"ida","Paradero Playa Tortugas","15:49:00","2026-02-08 15:47:00",3,0,12,36,"0"
"2026-02-08","Sunday   ","Novena Edición","Ruta 1",1,"ida","Base Forum","15:53:00","2026-02-08 15:52:00",0,5,12,0,"0"
"2026-02-08","Sunday   ","Novena Edición","Ruta 1",1,"regreso","Base Forum","16:00:00","2026-02-08 15:59:00",8,0,12,96,"21.4"
"2026-02-08","Sunday   ","Novena Edición","Ruta 1",1,"regreso","Paradero Playa Tortugas","16:06:00","2026-02-08 16:01:00",0,0,12,0,"0"
"2026-02-08","Sunday   ","Novena Edición","Ruta 1",1,"regreso","Paradero Playa Langosta","16:09:00","2026-02-08 16:06:00",18,0,12,216,"0"
"2026-02-08","Sunday   ","Novena Edición","Ruta 1",1,"regreso","Paradero Playa Las Perlas","16:14:00","2026-02-08 16:09:00",1,0,12,12,"0"
"2026-02-08","Sunday   ","Novena Edición","Ruta 1",1,"regreso","Paradero Rehoyada","16:25:00","2026-02-08 16:17:00",0,7,12,0,"0"
"2026-02-08","Sunday   ","Novena Edición","Ruta 1",1,"regreso","Paradero ISSSTE","16:37:00","2026-02-08 16:28:00",0,0,12,0,"0"
"2026-02-08","Sunday   ","Novena Edición","Ruta 1",1,"regreso","Paradero Multiplaza Villas Del Mar","16:53:00","2026-02-08 16:37:00",0,13,12,0,"0"
"2026-02-08","Sunday   ","Novena Edición","Ruta 1",1,"regreso","Base Torito","17:00:00","2026-02-08 16:41:00",0,7,12,0,"0"
"2026-02-08","Sunday   ","Novena Edición","Ruta 1",1,"ida","Base Torito","17:05:00","2026-02-08 17:05:00",0,0,12,0,"21.4"
"2026-02-08","Sunday   ","Novena Edición","Ruta 1",1,"ida","Paradero Multiplaza Villas Del Mar","17:10:00","2026-02-08 17:10:00",2,0,12,24,"0"
"2026-02-08","Sunday   ","Novena Edición","Ruta 1",1,"ida","Paradero ISSSTE","17:19:00","2026-02-08 17:17:00",0,0,12,0,"0"
"2026-02-08","Sunday   ","Novena Edición","Ruta 1",1,"ida","Paradero Rehoyada","17:30:00","2026-02-08 17:30:00",0,0,12,0,"0"
"2026-02-08","Sunday   ","Novena Edición","Ruta 1",1,"ida","Paradero Playa Las Perlas","17:41:00","2026-02-08 17:41:00",2,0,12,24,"0"
"2026-02-08","Sunday   ","Novena Edición","Ruta 1",1,"ida","Paradero Playa Langosta","17:46:00","2026-02-08 17:44:00",4,0,12,48,"0"
"2026-02-08","Sunday   ","Novena Edición","Ruta 1",1,"ida","Paradero Playa Tortugas","17:49:00","2026-02-08 17:46:00",2,0,12,24,"0"
"2026-02-08","Sunday   ","Novena Edición","Ruta 1",1,"ida","Base Forum","17:53:00","2026-02-08 17:50:00",0,10,12,0,"0"
"2026-02-08","Sunday   ","Novena Edición","Ruta 1",1,"regreso","Base Forum","18:05:00","2026-02-08 17:58:00",8,0,12,96,"21.4"
"2026-02-08","Sunday   ","Novena Edición","Ruta 1",1,"regreso","Paradero Playa Tortugas","18:11:00","2026-02-08 18:00:00",0,0,12,0,"0"
"2026-02-08","Sunday   ","Novena Edición","Ruta 1",1,"regreso","Paradero Playa Langosta","18:14:00","2026-02-08 18:03:00",4,0,12,48,"0"
"2026-02-08","Sunday   ","Novena Edición","Ruta 1",1,"regreso","Paradero Playa Las Perlas","18:19:00","2026-02-08 18:05:00",0,0,12,0,"0"
"2026-02-08","Sunday   ","Novena Edición","Ruta 1",1,"regreso","Paradero Rehoyada","18:30:00","2026-02-08 18:15:00",0,0,12,0,"0"
"2026-02-08","Sunday   ","Novena Edición","Ruta 1",1,"regreso","Paradero ISSSTE","18:42:00","2026-02-08 18:23:00",0,0,12,0,"0"
"2026-02-08","Sunday   ","Novena Edición","Ruta 1",1,"regreso","Paradero Multiplaza Villas Del Mar","18:58:00","2026-02-08 18:33:00",0,8,12,0,"0"
"2026-02-08","Sunday   ","Novena Edición","Ruta 1",1,"regreso","Base Torito","19:05:00","2026-02-08 18:37:00",0,4,12,0,"0"
"2026-02-08","Sunday   ","Novena Edición","Ruta 1",2,"ida","Base Torito","11:00:00","2026-02-08 11:05:00",0,0,12,0,"21.4"
"2026-02-08","Sunday   ","Novena Edición","Ruta 1",2,"ida","Paradero Multiplaza Villas Del Mar","11:05:00","2026-02-08 11:10:00",0,0,12,0,"0"
"2026-02-08","Sunday   ","Novena Edición","Ruta 1",2,"ida","Paradero ISSSTE","11:14:00","2026-02-08 11:17:00",0,0,12,0,"0"
"2026-02-08","Sunday   ","Novena Edición","Ruta 1",2,"ida","Paradero Rehoyada","11:25:00","2026-02-08 11:28:00",0,0,12,0,"0"
"2026-02-08","Sunday   ","Novena Edición","Ruta 1",2,"ida","Paradero Playa Las Perlas","11:36:00","2026-02-08 11:37:00",0,0,12,0,"0"
"2026-02-08","Sunday   ","Novena Edición","Ruta 1",2,"ida","Paradero Playa Langosta","11:41:00","2026-02-08 11:41:00",0,0,12,0,"0"
"2026-02-08","Sunday   ","Novena Edición","Ruta 1",2,"ida","Paradero Playa Tortugas","11:44:00","2026-02-08 11:44:00",0,0,12,0,"0"
"2026-02-08","Sunday   ","Novena Edición","Ruta 1",2,"ida","Base Forum","11:48:00","2026-02-08 11:46:00",0,0,12,0,"0"
"2026-02-08","Sunday   ","Novena Edición","Ruta 1",2,"regreso","Base Forum","11:55:00","2026-02-08 11:51:00",0,0,12,0,"21.4"
"2026-02-08","Sunday   ","Novena Edición","Ruta 1",2,"regreso","Paradero Playa Tortugas","12:01:00","2026-02-08 11:56:00",0,0,12,0,"0"
"2026-02-08","Sunday   ","Novena Edición","Ruta 1",2,"regreso","Paradero Playa Langosta","12:04:00","2026-02-08 11:58:00",0,0,12,0,"0"
"2026-02-08","Sunday   ","Novena Edición","Ruta 1",2,"regreso","Paradero Playa Las Perlas","12:09:00","2026-02-08 12:01:00",0,0,12,0,"0"
"2026-02-08","Sunday   ","Novena Edición","Ruta 1",2,"regreso","Paradero Rehoyada","12:20:00","2026-02-08 12:06:00",0,0,12,0,"0"
"2026-02-08","Sunday   ","Novena Edición","Ruta 1",2,"regreso","Paradero ISSSTE","12:32:00","2026-02-08 12:17:00",0,0,12,0,"0"
"2026-02-08","Sunday   ","Novena Edición","Ruta 1",2,"regreso","Paradero Multiplaza Villas Del Mar","12:48:00","2026-02-08 12:26:00",0,0,12,0,"0"
"2026-02-08","Sunday   ","Novena Edición","Ruta 1",2,"regreso","Base Torito","12:55:00","2026-02-08 12:30:00",0,0,12,0,"0"
"2026-02-08","Sunday   ","Novena Edición","Ruta 1",2,"ida","Base Torito","14:00:00","2026-02-08 14:00:00",16,0,12,192,"21.4"
"2026-02-08","Sunday   ","Novena Edición","Ruta 1",2,"ida","Paradero Multiplaza Villas Del Mar","14:05:00","2026-02-08 14:05:00",0,0,12,0,"0"
"2026-02-08","Sunday   ","Novena Edición","Ruta 1",2,"ida","Paradero ISSSTE","14:14:00","2026-02-08 14:14:00",0,0,12,0,"0"
"2026-02-08","Sunday   ","Novena Edición","Ruta 1",2,"ida","Paradero Rehoyada","14:25:00","2026-02-08 14:24:00",0,0,12,0,"0"
"2026-02-08","Sunday   ","Novena Edición","Ruta 1",2,"ida","Paradero Playa Las Perlas","14:36:00","2026-02-08 14:35:00",0,0,12,0,"0"
"2026-02-08","Sunday   ","Novena Edición","Ruta 1",2,"ida","Paradero Playa Langosta","14:41:00","2026-02-08 14:38:00",0,4,12,0,"0"
"2026-02-08","Sunday   ","Novena Edición","Ruta 1",2,"ida","Paradero Playa Tortugas","14:44:00","2026-02-08 14:40:00",0,3,12,0,"0"
"2026-02-08","Sunday   ","Novena Edición","Ruta 1",2,"ida","Base Forum","14:48:00","2026-02-08 14:49:00",0,9,12,0,"0"
"2026-02-08","Sunday   ","Novena Edición","Ruta 1",2,"regreso","Base Forum","14:55:00","2026-02-08 14:55:00",0,0,12,0,"21.4"
"2026-02-08","Sunday   ","Novena Edición","Ruta 1",2,"regreso","Paradero Playa Tortugas","15:01:00","2026-02-08 15:00:00",0,0,12,0,"0"
"2026-02-08","Sunday   ","Novena Edición","Ruta 1",2,"regreso","Paradero Playa Langosta","15:04:00","2026-02-08 15:03:00",0,0,12,0,"0"
"2026-02-08","Sunday   ","Novena Edición","Ruta 1",2,"regreso","Paradero Playa Las Perlas","15:09:00","2026-02-08 15:07:00",0,0,12,0,"0"
"2026-02-08","Sunday   ","Novena Edición","Ruta 1",2,"regreso","Paradero Rehoyada","15:20:00","2026-02-08 15:15:00",0,0,12,0,"0"
"2026-02-08","Sunday   ","Novena Edición","Ruta 1",2,"regreso","Paradero ISSSTE","15:32:00","2026-02-08 15:26:00",0,0,12,0,"0"
"2026-02-08","Sunday   ","Novena Edición","Ruta 1",2,"regreso","Paradero Multiplaza Villas Del Mar","15:48:00","2026-02-08 15:35:00",0,0,12,0,"0"
"2026-02-08","Sunday   ","Novena Edición","Ruta 1",2,"regreso","Base Torito","15:55:00","2026-02-08 15:38:00",0,0,12,0,"0"
"2026-02-08","Sunday   ","Novena Edición","Ruta 1",2,"ida","Base Torito","16:00:00","2026-02-08 16:01:00",0,0,12,0,"21.4"
"2026-02-08","Sunday   ","Novena Edición","Ruta 1",2,"ida","Paradero Multiplaza Villas Del Mar","16:05:00","2026-02-08 16:09:00",0,0,12,0,"0"
"2026-02-08","Sunday   ","Novena Edición","Ruta 1",2,"ida","Paradero ISSSTE","16:14:00","2026-02-08 16:17:00",2,0,12,24,"0"
"2026-02-08","Sunday   ","Novena Edición","Ruta 1",2,"ida","Paradero Rehoyada","16:25:00","2026-02-08 16:32:00",0,0,12,0,"0"
"2026-02-08","Sunday   ","Novena Edición","Ruta 1",2,"ida","Paradero Playa Las Perlas","16:36:00","2026-02-08 16:40:00",0,2,12,0,"0"
"2026-02-08","Sunday   ","Novena Edición","Ruta 1",2,"ida","Paradero Playa Langosta","16:41:00","2026-02-08 16:43:00",0,0,12,0,"0"
"2026-02-08","Sunday   ","Novena Edición","Ruta 1",2,"ida","Paradero Playa Tortugas","16:44:00","2026-02-08 16:45:00",0,0,12,0,"0"
"2026-02-08","Sunday   ","Novena Edición","Ruta 1",2,"ida","Base Forum","16:48:00","2026-02-08 16:51:00",0,0,12,0,"0"
"2026-02-08","Sunday   ","Novena Edición","Ruta 1",2,"regreso","Base Forum","16:55:00","2026-02-08 16:55:00",7,0,12,84,"21.4"
"2026-02-08","Sunday   ","Novena Edición","Ruta 1",2,"regreso","Paradero Playa Tortugas","17:01:00","2026-02-08 17:00:00",2,0,12,24,"0"
"2026-02-08","Sunday   ","Novena Edición","Ruta 1",2,"regreso","Paradero Playa Langosta","17:04:00","2026-02-08 17:03:00",1,0,12,12,"0"
"2026-02-08","Sunday   ","Novena Edición","Ruta 1",2,"regreso","Paradero Playa Las Perlas","17:09:00","2026-02-08 17:08:00",2,0,12,24,"0"
"2026-02-08","Sunday   ","Novena Edición","Ruta 1",2,"regreso","Paradero Rehoyada","17:20:00","2026-02-08 17:16:00",0,5,12,0,"0"
"2026-02-08","Sunday   ","Novena Edición","Ruta 1",2,"regreso","Paradero ISSSTE","17:32:00","2026-02-08 17:26:00",0,0,12,0,"0"
"2026-02-08","Sunday   ","Novena Edición","Ruta 1",2,"regreso","Paradero Multiplaza Villas Del Mar","17:48:00","2026-02-08 17:33:00",0,7,12,0,"0"
"2026-02-08","Sunday   ","Novena Edición","Ruta 1",2,"regreso","Base Torito","17:55:00","2026-02-08 17:38:00",0,0,12,0,"0"
"2026-02-08","Sunday   ","Novena Edición","Ruta 1",2,"ida","Base Torito","18:00:00","2026-02-08 18:03:00",0,0,12,0,"21.4"
"2026-02-08","Sunday   ","Novena Edición","Ruta 1",2,"ida","Paradero Multiplaza Villas Del Mar","18:05:00","2026-02-08 18:08:00",0,0,12,0,"0"
"2026-02-08","Sunday   ","Novena Edición","Ruta 1",2,"ida","Paradero ISSSTE","18:14:00","2026-02-08 18:16:00",0,0,12,0,"0"
"2026-02-08","Sunday   ","Novena Edición","Ruta 1",2,"ida","Paradero Rehoyada","18:25:00","2026-02-08 18:27:00",0,0,12,0,"0"
"2026-02-08","Sunday   ","Novena Edición","Ruta 1",2,"ida","Paradero Playa Las Perlas","18:36:00","2026-02-08 18:36:00",0,0,12,0,"0"
"2026-02-08","Sunday   ","Novena Edición","Ruta 1",2,"ida","Paradero Playa Langosta","18:41:00","2026-02-08 18:39:00",0,0,12,0,"0"
"2026-02-08","Sunday   ","Novena Edición","Ruta 1",2,"ida","Paradero Playa Tortugas","18:44:00","2026-02-08 18:41:00",0,0,12,0,"0"
"2026-02-08","Sunday   ","Novena Edición","Ruta 1",2,"ida","Base Forum","18:48:00","2026-02-08 18:44:00",0,0,12,0,"0"
"2026-02-08","Sunday   ","Novena Edición","Ruta 1",2,"regreso","Base Forum","18:55:00","2026-02-08 18:53:00",8,0,12,96,"21.4"
"2026-02-08","Sunday   ","Novena Edición","Ruta 1",2,"regreso","Paradero Playa Tortugas","19:01:00","2026-02-08 18:57:00",0,0,12,0,"0"
"2026-02-08","Sunday   ","Novena Edición","Ruta 1",2,"regreso","Paradero Playa Langosta","19:04:00","2026-02-08 19:02:00",17,0,12,204,"0"
"2026-02-08","Sunday   ","Novena Edición","Ruta 1",2,"regreso","Paradero Playa Las Perlas","19:09:00","2026-02-08 19:07:00",0,0,12,0,"0"
"2026-02-08","Sunday   ","Novena Edición","Ruta 1",2,"regreso","Paradero Rehoyada","19:20:00","2026-02-08 19:17:00",0,18,12,0,"0"
"2026-02-08","Sunday   ","Novena Edición","Ruta 1",2,"regreso","Paradero ISSSTE","19:32:00","2026-02-08 19:27:00",0,0,12,0,"0"
"2026-02-08","Sunday   ","Novena Edición","Ruta 1",2,"regreso","Paradero Multiplaza Villas Del Mar","19:48:00","2026-02-08 19:36:00",0,7,12,0,"0"
"2026-02-08","Sunday   ","Novena Edición","Ruta 1",2,"regreso","Base Torito","19:55:00","2026-02-08 19:38:00",0,0,12,0,"0"
"2026-02-08","Sunday   ","Novena Edición","Ruta 2",1,"ida","Base de 3 Reyes","10:00:00","2026-02-08 10:03:00",0,0,22,0,"24.85"
"2026-02-08","Sunday   ","Novena Edición","Ruta 2",1,"ida","Parada Paseos Kusamil","10:05:00","2026-02-08 10:06:00",0,0,22,0,"0"
"2026-02-08","Sunday   ","Novena Edición","Ruta 2",1,"ida","Parada Bodega Aurrera Tierra Maya","10:10:00","2026-02-08 10:12:00",0,0,22,0,"0"
"2026-02-08","Sunday   ","Novena Edición","Ruta 2",1,"ida","Paradero Playa Las Perlas","10:41:00","2026-02-08 11:10:00",0,0,22,0,"0"
"2026-02-08","Sunday   ","Novena Edición","Ruta 2",1,"ida","Paradero Playa Langosta","10:45:00","2026-02-08 11:13:00",0,0,22,0,"0"
"2026-02-08","Sunday   ","Novena Edición","Ruta 2",1,"ida","Paradero Playa Tortugas","10:48:00","2026-02-08 11:15:00",0,0,22,0,"0"
"2026-02-08","Sunday   ","Novena Edición","Ruta 2",1,"ida","Base Forum","10:52:00","2026-02-08 11:17:00",0,0,22,0,"0"
"2026-02-08","Sunday   ","Novena Edición","Ruta 2",1,"regreso","Base Forum","11:05:00","2026-02-08 11:19:00",0,0,22,0,"24.85"
"2026-02-08","Sunday   ","Novena Edición","Ruta 2",1,"regreso","Paradero Playa Tortugas","11:10:00","2026-02-08 11:22:00",0,0,22,0,"0"
"2026-02-08","Sunday   ","Novena Edición","Ruta 2",1,"regreso","Paradero Playa Langosta","11:15:00","2026-02-08 11:25:00",0,0,22,0,"0"
"2026-02-08","Sunday   ","Novena Edición","Ruta 2",1,"regreso","Paradero Playa Las Perlas","11:20:00","2026-02-08 11:27:00",0,0,22,0,"0"
"2026-02-08","Sunday   ","Novena Edición","Ruta 2",1,"regreso","Parada Bodega Aurrera Tierra Maya","11:47:00","2026-02-08 11:55:00",0,0,22,0,"0"
"2026-02-08","Sunday   ","Novena Edición","Ruta 2",1,"regreso","Parada Paseos Kusamil","11:55:00","2026-02-08 11:59:00",0,0,22,0,"0"
"2026-02-08","Sunday   ","Novena Edición","Ruta 2",1,"regreso","Base de 3 Reyes","11:58:00","2026-02-08 12:01:00",0,0,22,0,"0"
"2026-02-08","Sunday   ","Novena Edición","Ruta 2",1,"ida","Base de 3 Reyes","12:00:00","2026-02-08 12:04:00",0,0,22,0,"24.85"
"2026-02-08","Sunday   ","Novena Edición","Ruta 2",1,"ida","Parada Paseos Kusamil","12:05:00","2026-02-08 12:07:00",2,0,22,44,"0"
"2026-02-08","Sunday   ","Novena Edición","Ruta 2",1,"ida","Parada Bodega Aurrera Tierra Maya","12:10:00","2026-02-08 12:12:00",0,0,22,0,"0"
"2026-02-08","Sunday   ","Novena Edición","Ruta 2",1,"ida","Paradero Playa Las Perlas","12:41:00","2026-02-08 12:37:00",0,0,22,0,"0"
"2026-02-08","Sunday   ","Novena Edición","Ruta 2",1,"ida","Paradero Playa Langosta","12:45:00","2026-02-08 12:39:00",0,0,22,0,"0"
"2026-02-08","Sunday   ","Novena Edición","Ruta 2",1,"ida","Paradero Playa Tortugas","12:48:00","2026-02-08 12:41:00",0,0,22,0,"0"
"2026-02-08","Sunday   ","Novena Edición","Ruta 2",1,"ida","Base Forum","12:52:00","2026-02-08 12:45:00",0,2,22,0,"0"
"2026-02-08","Sunday   ","Novena Edición","Ruta 2",1,"regreso","Base Forum","13:05:00","2026-02-08 12:58:00",0,0,22,0,"24.85"
"2026-02-08","Sunday   ","Novena Edición","Ruta 2",1,"regreso","Paradero Playa Tortugas","13:10:00","2026-02-08 13:03:00",0,0,22,0,"0"
"2026-02-08","Sunday   ","Novena Edición","Ruta 2",1,"regreso","Paradero Playa Langosta","13:15:00","2026-02-08 13:05:00",0,0,22,0,"0"
"2026-02-08","Sunday   ","Novena Edición","Ruta 2",1,"regreso","Paradero Playa Las Perlas","13:20:00","2026-02-08 13:08:00",0,0,22,0,"0"
"2026-02-08","Sunday   ","Novena Edición","Ruta 2",1,"regreso","Parada Bodega Aurrera Tierra Maya","13:47:00","2026-02-08 13:37:00",0,0,22,0,"0"
"2026-02-08","Sunday   ","Novena Edición","Ruta 2",1,"regreso","Parada Paseos Kusamil","13:55:00","2026-02-08 13:41:00",0,0,22,0,"0"
"2026-02-08","Sunday   ","Novena Edición","Ruta 2",1,"regreso","Base de 3 Reyes","13:58:00","2026-02-08 13:46:00",0,0,22,0,"0"
"2026-02-08","Sunday   ","Novena Edición","Ruta 2",1,"ida","Base de 3 Reyes","15:00:00","2026-02-08 15:00:00",4,0,22,88,"24.85"
"2026-02-08","Sunday   ","Novena Edición","Ruta 2",1,"ida","Parada Paseos Kusamil","15:05:00","2026-02-08 15:04:00",2,0,22,44,"0"
"2026-02-08","Sunday   ","Novena Edición","Ruta 2",1,"ida","Parada Bodega Aurrera Tierra Maya","15:10:00","2026-02-08 15:08:00",0,0,22,0,"0"
"2026-02-08","Sunday   ","Novena Edición","Ruta 2",1,"ida","Paradero Playa Las Perlas","15:41:00","2026-02-08 15:35:00",0,0,22,0,"0"
"2026-02-08","Sunday   ","Novena Edición","Ruta 2",1,"ida","Paradero Playa Langosta","15:45:00","2026-02-08 15:36:00",0,0,22,0,"0"
"2026-02-08","Sunday   ","Novena Edición","Ruta 2",1,"ida","Paradero Playa Tortugas","15:48:00","2026-02-08 15:38:00",0,4,22,0,"0"
"2026-02-08","Sunday   ","Novena Edición","Ruta 2",1,"ida","Base Forum","15:52:00","2026-02-08 15:50:00",0,2,22,0,"0"
"2026-02-08","Sunday   ","Novena Edición","Ruta 2",1,"regreso","Base Forum","16:05:00","2026-02-08 16:02:00",13,0,22,286,"24.85"
"2026-02-08","Sunday   ","Novena Edición","Ruta 2",1,"regreso","Paradero Playa Tortugas","16:10:00","2026-02-08 16:05:00",0,0,22,0,"0"
"2026-02-08","Sunday   ","Novena Edición","Ruta 2",1,"regreso","Paradero Playa Langosta","16:15:00","2026-02-08 16:08:00",0,0,22,0,"0"
"2026-02-08","Sunday   ","Novena Edición","Ruta 2",1,"regreso","Paradero Playa Las Perlas","16:20:00","2026-02-08 16:11:00",5,0,22,110,"0"
"2026-02-08","Sunday   ","Novena Edición","Ruta 2",1,"regreso","Parada Bodega Aurrera Tierra Maya","16:47:00","2026-02-08 16:39:00",0,0,22,0,"0"
"2026-02-08","Sunday   ","Novena Edición","Ruta 2",1,"regreso","Parada Paseos Kusamil","16:55:00","2026-02-08 16:45:00",0,18,22,0,"0"
"2026-02-08","Sunday   ","Novena Edición","Ruta 2",1,"regreso","Base de 3 Reyes","16:58:00","2026-02-08 16:49:00",0,0,22,0,"0"
"2026-02-08","Sunday   ","Novena Edición","Ruta 2",1,"ida","Base de 3 Reyes","17:00:00","2026-02-08 17:02:00",0,0,22,0,"24.85"
"2026-02-08","Sunday   ","Novena Edición","Ruta 2",1,"ida","Parada Paseos Kusamil","17:05:00","2026-02-08 17:06:00",0,0,22,0,"0"
"2026-02-08","Sunday   ","Novena Edición","Ruta 2",1,"ida","Parada Bodega Aurrera Tierra Maya","15:10:00","2026-02-08 17:11:00",0,0,22,0,"0"
"2026-02-08","Sunday   ","Novena Edición","Ruta 2",1,"ida","Paradero Playa Las Perlas","15:41:00","2026-02-08 17:41:00",0,0,22,0,"0"
"2026-02-08","Sunday   ","Novena Edición","Ruta 2",1,"ida","Paradero Playa Langosta","15:45:00","2026-02-08 17:42:00",0,0,22,0,"0"
"2026-02-08","Sunday   ","Novena Edición","Ruta 2",1,"ida","Paradero Playa Tortugas","15:48:00","2026-02-08 17:45:00",0,0,22,0,"0"
